source,line_or_turn,field,entity_type,detected_text,confidence,start,end
logs_sample.jsonl,68,full_log_record,DATE_TIME,2025-06-08,0.85,1047,1057
logs_sample.jsonl,68,full_log_record,PHONE_NUMBER,+1-206-555-0165,0.75,914,929
logs_sample.jsonl,68,full_log_record,URL,sofia.be,0.5,874,882
logs_sample.jsonl,68,full_log_record,URL,example.com,0.5,890,901
logs_sample.jsonl,68,full_log_record,PHONE_NUMBER,1721009179,0.4,7,17
logs_sample.jsonl,68,full_log_record,PHONE_NUMBER,1721009179,0.4,88,98
logs_sample.jsonl,68,full_log_record,US_BANK_NUMBER,1721009179,0.05,7,17
logs_sample.jsonl,69,full_log_record,PHONE_NUMBER,1721009316,0.4,7,17
logs_sample.jsonl,69,full_log_record,PHONE_NUMBER,1721009316,0.4,90,100
logs_sample.jsonl,69,full_log_record,US_BANK_NUMBER,1721009316,0.05,7,17
logs_sample.jsonl,70,full_log_record,PHONE_NUMBER,1721009453,0.4,7,17
logs_sample.jsonl,70,full_log_record,PHONE_NUMBER,1721009453,0.4,88,98
logs_sample.jsonl,70,full_log_record,US_BANK_NUMBER,1721009453,0.05,7,17
logs_sample.jsonl,71,full_log_record,IP_ADDRESS,191.183.211.233,0.95,218,233
logs_sample.jsonl,71,full_log_record,DATE_TIME,1721009590,0.85,7,17
logs_sample.jsonl,71,full_log_record,PHONE_NUMBER,1721009590,0.4,7,17
logs_sample.jsonl,71,full_log_record,PHONE_NUMBER,1721009590,0.4,90,100
logs_sample.jsonl,71,full_log_record,US_BANK_NUMBER,1721009590,0.05,7,17
logs_sample.jsonl,72,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,176,201
logs_sample.jsonl,72,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,288,313
logs_sample.jsonl,72,full_log_record,PERSON,Delgado,0.85,268,275
logs_sample.jsonl,72,full_log_record,LOCATION,Miami,0.85,390,395
logs_sample.jsonl,72,full_log_record,LOCATION,FL,0.85,397,399
logs_sample.jsonl,72,full_log_record,PHONE_NUMBER,+1-786-555-0121,0.75,326,341
logs_sample.jsonl,72,full_log_record,URL,tomas.de,0.5,176,184
logs_sample.jsonl,72,full_log_record,URL,example.org,0.5,190,201
logs_sample.jsonl,72,full_log_record,URL,tomas.de,0.5,288,296
logs_sample.jsonl,72,full_log_record,URL,example.org,0.5,302,313
logs_sample.jsonl,72,full_log_record,PHONE_NUMBER,1721009727,0.4,7,17
logs_sample.jsonl,72,full_log_record,PHONE_NUMBER,1721009727,0.4,88,98
logs_sample.jsonl,72,full_log_record,US_BANK_NUMBER,1721009727,0.05,7,17
logs_sample.jsonl,73,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,891,916
logs_sample.jsonl,73,full_log_record,DATE_TIME,2026-02-22,0.95,1205,1215
logs_sample.jsonl,73,full_log_record,DATE_TIME,2026-02-28,0.95,1237,1247
logs_sample.jsonl,73,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,73,full_log_record,PERSON,Delgado,0.85,871,878
logs_sample.jsonl,73,full_log_record,LOCATION,Miami,0.85,993,998
logs_sample.jsonl,73,full_log_record,LOCATION,FL,0.85,1000,1002
logs_sample.jsonl,73,full_log_record,DATE_TIME,2022-11-03,0.85,1063,1073
logs_sample.jsonl,73,full_log_record,PHONE_NUMBER,+1-786-555-0121,0.75,929,944
logs_sample.jsonl,73,full_log_record,URL,tomas.de,0.5,891,899
logs_sample.jsonl,73,full_log_record,URL,example.org,0.5,905,916
logs_sample.jsonl,73,full_log_record,PHONE_NUMBER,1721009864,0.4,7,17
logs_sample.jsonl,73,full_log_record,PHONE_NUMBER,1721009864,0.4,88,98
logs_sample.jsonl,73,full_log_record,US_BANK_NUMBER,1721009864,0.05,7,17
logs_sample.jsonl,74,full_log_record,PHONE_NUMBER,1721010001,0.4,7,17
logs_sample.jsonl,74,full_log_record,PHONE_NUMBER,1721010001,0.4,90,100
logs_sample.jsonl,74,full_log_record,US_BANK_NUMBER,1721010001,0.05,7,17
logs_sample.jsonl,75,full_log_record,EMAIL_ADDRESS,marcus.webb@example.com,1.0,274,297
logs_sample.jsonl,75,full_log_record,DATE_TIME,1721010138,0.85,7,17
logs_sample.jsonl,75,full_log_record,PERSON,Customer Marcus Webb,0.85,252,272
logs_sample.jsonl,75,full_log_record,DATE_TIME,8802,0.85,337,341
logs_sample.jsonl,75,full_log_record,DATE_TIME,RF-2026-88074,0.85,373,386
logs_sample.jsonl,75,full_log_record,URL,example.com,0.5,286,297
logs_sample.jsonl,75,full_log_record,PHONE_NUMBER,1721010138,0.4,7,17
logs_sample.jsonl,75,full_log_record,PHONE_NUMBER,1721010138,0.4,88,98
logs_sample.jsonl,75,full_log_record,US_BANK_NUMBER,1721010138,0.05,7,17
logs_sample.jsonl,76,full_log_record,IP_ADDRESS,159.161.104.151,0.95,226,241
logs_sample.jsonl,76,full_log_record,DATE_TIME,1721010275,0.85,7,17
logs_sample.jsonl,76,full_log_record,DATE_TIME,ORD-2026-5010,0.85,196,209
logs_sample.jsonl,76,full_log_record,PHONE_NUMBER,1721010275,0.4,7,17
logs_sample.jsonl,76,full_log_record,PHONE_NUMBER,1721010275,0.4,90,100
logs_sample.jsonl,76,full_log_record,US_BANK_NUMBER,1721010275,0.05,7,17
logs_sample.jsonl,77,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,176,203
logs_sample.jsonl,77,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,287,314
logs_sample.jsonl,77,full_log_record,PERSON,Sofia Bergqvist,0.85,259,274
logs_sample.jsonl,77,full_log_record,LOCATION,Seattle,0.85,388,395
logs_sample.jsonl,77,full_log_record,LOCATION,WA,0.85,397,399
logs_sample.jsonl,77,full_log_record,PHONE_NUMBER,+1-206-555-0165,0.75,327,342
logs_sample.jsonl,77,full_log_record,URL,sofia.be,0.5,176,184
logs_sample.jsonl,77,full_log_record,URL,example.com,0.5,192,203
logs_sample.jsonl,77,full_log_record,URL,sofia.be,0.5,287,295
logs_sample.jsonl,77,full_log_record,URL,example.com,0.5,303,314
logs_sample.jsonl,77,full_log_record,PHONE_NUMBER,1721010412,0.4,7,17
logs_sample.jsonl,77,full_log_record,PHONE_NUMBER,1721010412,0.4,88,98
logs_sample.jsonl,77,full_log_record,US_BANK_NUMBER,1721010412,0.05,7,17
logs_sample.jsonl,78,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,878,905
logs_sample.jsonl,78,full_log_record,DATE_TIME,2026-07-25,0.95,1193,1203
logs_sample.jsonl,78,full_log_record,DATE_TIME,2026-07-30,0.95,1225,1235
logs_sample.jsonl,78,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,78,full_log_record,PERSON,Sofia Bergqvist,0.85,850,865
logs_sample.jsonl,78,full_log_record,LOCATION,Seattle,0.85,979,986
logs_sample.jsonl,78,full_log_record,LOCATION,WA,0.85,988,990
logs_sample.jsonl,78,full_log_record,DATE_TIME,2025-06-08,0.85,1051,1061
logs_sample.jsonl,78,full_log_record,DATE_TIME,1111,0.85,1384,1388
logs_sample.jsonl,78,full_log_record,PHONE_NUMBER,+1-206-555-0165,0.75,918,933
logs_sample.jsonl,78,full_log_record,URL,sofia.be,0.5,878,886
logs_sample.jsonl,78,full_log_record,URL,example.com,0.5,894,905
logs_sample.jsonl,78,full_log_record,PHONE_NUMBER,1721010549,0.4,7,17
logs_sample.jsonl,78,full_log_record,PHONE_NUMBER,1721010549,0.4,88,98
logs_sample.jsonl,78,full_log_record,US_BANK_NUMBER,1721010549,0.05,7,17
logs_sample.jsonl,79,full_log_record,PHONE_NUMBER,1721010686,0.4,7,17
logs_sample.jsonl,79,full_log_record,PHONE_NUMBER,1721010686,0.4,90,100
logs_sample.jsonl,79,full_log_record,US_BANK_NUMBER,1721010686,0.05,7,17
logs_sample.jsonl,80,full_log_record,DATE_TIME,two weeks,0.85,204,213
logs_sample.jsonl,80,full_log_record,PHONE_NUMBER,1721010823,0.4,7,17
logs_sample.jsonl,80,full_log_record,PHONE_NUMBER,1721010823,0.4,88,98
logs_sample.jsonl,80,full_log_record,US_BANK_NUMBER,1721010823,0.05,7,17
logs_sample.jsonl,81,full_log_record,IP_ADDRESS,105.137.90.234,0.95,210,224
logs_sample.jsonl,81,full_log_record,PERSON,Kessler,0.85,167,174
logs_sample.jsonl,81,full_log_record,PHONE_NUMBER,1721010960,0.4,7,17
logs_sample.jsonl,81,full_log_record,PHONE_NUMBER,1721010960,0.4,90,100
logs_sample.jsonl,81,full_log_record,US_BANK_NUMBER,1721010960,0.05,7,17
logs_sample.jsonl,82,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,176,205
logs_sample.jsonl,82,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,291,320
logs_sample.jsonl,82,full_log_record,DATE_TIME,1721011097,0.85,7,17
logs_sample.jsonl,82,full_log_record,LOCATION,Newton,0.85,392,398
logs_sample.jsonl,82,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,333,348
logs_sample.jsonl,82,full_log_record,URL,example.org,0.5,194,205
logs_sample.jsonl,82,full_log_record,URL,example.org,0.5,309,320
logs_sample.jsonl,82,full_log_record,PHONE_NUMBER,1721011097,0.4,7,17
logs_sample.jsonl,82,full_log_record,PHONE_NUMBER,1721011097,0.4,88,98
logs_sample.jsonl,82,full_log_record,US_BANK_NUMBER,1721011097,0.05,7,17
logs_sample.jsonl,83,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,890,919
logs_sample.jsonl,83,full_log_record,DATE_TIME,2026-04-21,0.95,1205,1215
logs_sample.jsonl,83,full_log_record,DATE_TIME,2026-04-27,0.95,1237,1247
logs_sample.jsonl,83,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,83,full_log_record,LOCATION,Newton,0.85,991,997
logs_sample.jsonl,83,full_log_record,DATE_TIME,2021-09-30,0.85,1062,1072
logs_sample.jsonl,83,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,932,947
logs_sample.jsonl,83,full_log_record,URL,example.org,0.5,908,919
logs_sample.jsonl,83,full_log_record,PHONE_NUMBER,1721011234,0.4,7,17
logs_sample.jsonl,83,full_log_record,PHONE_NUMBER,1721011234,0.4,88,98
logs_sample.jsonl,83,full_log_record,US_BANK_NUMBER,1721011234,0.05,7,17
logs_sample.jsonl,84,full_log_record,DATE_TIME,1721011371,0.85,7,17
logs_sample.jsonl,84,full_log_record,PHONE_NUMBER,1721011371,0.4,7,17
logs_sample.jsonl,84,full_log_record,PHONE_NUMBER,1721011371,0.4,90,100
logs_sample.jsonl,84,full_log_record,US_BANK_NUMBER,1721011371,0.05,7,17
logs_sample.jsonl,85,full_log_record,PHONE_NUMBER,1721011508,0.4,7,17
logs_sample.jsonl,85,full_log_record,PHONE_NUMBER,1721011508,0.4,88,98
logs_sample.jsonl,85,full_log_record,US_BANK_NUMBER,1721011508,0.05,7,17
logs_sample.jsonl,86,full_log_record,IP_ADDRESS,74.50.112.201,0.95,230,243
logs_sample.jsonl,86,full_log_record,PHONE_NUMBER,1721011645,0.4,7,17
logs_sample.jsonl,86,full_log_record,PHONE_NUMBER,1721011645,0.4,90,100
logs_sample.jsonl,86,full_log_record,PHONE_NUMBER,74.50.112.201,0.4,230,243
logs_sample.jsonl,86,full_log_record,US_BANK_NUMBER,1721011645,0.05,7,17
logs_sample.jsonl,87,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,176,201
logs_sample.jsonl,87,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,288,313
logs_sample.jsonl,87,full_log_record,DATE_TIME,1721011782,0.85,7,17
logs_sample.jsonl,87,full_log_record,PERSON,Delgado,0.85,268,275
logs_sample.jsonl,87,full_log_record,LOCATION,Miami,0.85,390,395
logs_sample.jsonl,87,full_log_record,LOCATION,FL,0.85,397,399
logs_sample.jsonl,87,full_log_record,PHONE_NUMBER,+1-786-555-0121,0.75,326,341
logs_sample.jsonl,87,full_log_record,URL,tomas.de,0.5,176,184
logs_sample.jsonl,87,full_log_record,URL,example.org,0.5,190,201
logs_sample.jsonl,87,full_log_record,URL,tomas.de,0.5,288,296
logs_sample.jsonl,87,full_log_record,URL,example.org,0.5,302,313
logs_sample.jsonl,87,full_log_record,PHONE_NUMBER,1721011782,0.4,7,17
logs_sample.jsonl,87,full_log_record,PHONE_NUMBER,1721011782,0.4,88,98
logs_sample.jsonl,87,full_log_record,US_BANK_NUMBER,1721011782,0.05,7,17
logs_sample.jsonl,88,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,910,937
logs_sample.jsonl,88,full_log_record,DATE_TIME,2026-07-25,0.95,1225,1235
logs_sample.jsonl,88,full_log_record,DATE_TIME,2026-07-30,0.95,1257,1267
logs_sample.jsonl,88,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,88,full_log_record,DATE_TIME,three weeks,0.85,728,739
logs_sample.jsonl,88,full_log_record,PERSON,Sofia Bergqvist,0.85,882,897
logs_sample.jsonl,88,full_log_record,LOCATION,Seattle,0.85,1011,1018
logs_sample.jsonl,88,full_log_record,LOCATION,WA,0.85,1020,1022
logs_sample.jsonl,88,full_log_record,DATE_TIME,2025-06-08,0.85,1083,1093
logs_sample.jsonl,88,full_log_record,PHONE_NUMBER,+1-206-555-0165,0.75,950,965
logs_sample.jsonl,88,full_log_record,URL,sofia.be,0.5,910,918
logs_sample.jsonl,88,full_log_record,URL,example.com,0.5,926,937
logs_sample.jsonl,88,full_log_record,PHONE_NUMBER,1721011919,0.4,7,17
logs_sample.jsonl,88,full_log_record,PHONE_NUMBER,1721011919,0.4,88,98
logs_sample.jsonl,88,full_log_record,US_BANK_NUMBER,1721011919,0.05,7,17
logs_sample.jsonl,89,full_log_record,DATE_TIME,30-day,0.85,173,179
logs_sample.jsonl,89,full_log_record,PHONE_NUMBER,1721012056,0.4,7,17
logs_sample.jsonl,89,full_log_record,PHONE_NUMBER,1721012056,0.4,90,100
logs_sample.jsonl,89,full_log_record,US_BANK_NUMBER,1721012056,0.05,7,17
logs_sample.jsonl,90,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,288,315
logs_sample.jsonl,90,full_log_record,DATE_TIME,9034,0.85,355,359
logs_sample.jsonl,90,full_log_record,DATE_TIME,RF-2026-88089,0.85,391,404
logs_sample.jsonl,90,full_log_record,URL,sofia.be,0.5,288,296
logs_sample.jsonl,90,full_log_record,URL,example.com,0.5,304,315
logs_sample.jsonl,90,full_log_record,PHONE_NUMBER,1721012193,0.4,7,17
logs_sample.jsonl,90,full_log_record,PHONE_NUMBER,1721012193,0.4,88,98
logs_sample.jsonl,90,full_log_record,US_BANK_NUMBER,1721012193,0.05,7,17
logs_sample.jsonl,91,full_log_record,IP_ADDRESS,175.160.173.180,0.95,230,245
logs_sample.jsonl,91,full_log_record,PHONE_NUMBER,1721012330,0.4,7,17
logs_sample.jsonl,91,full_log_record,PHONE_NUMBER,1721012330,0.4,90,100
logs_sample.jsonl,91,full_log_record,US_BANK_NUMBER,1721012330,0.05,7,17
logs_sample.jsonl,92,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,176,201
logs_sample.jsonl,92,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,288,313
logs_sample.jsonl,92,full_log_record,DATE_TIME,1721012467,0.85,7,17
logs_sample.jsonl,92,full_log_record,PERSON,Delgado,0.85,268,275
logs_sample.jsonl,92,full_log_record,LOCATION,Miami,0.85,390,395
logs_sample.jsonl,92,full_log_record,LOCATION,FL,0.85,397,399
logs_sample.jsonl,92,full_log_record,PHONE_NUMBER,+1-786-555-0121,0.75,326,341
logs_sample.jsonl,92,full_log_record,URL,tomas.de,0.5,176,184
logs_sample.jsonl,92,full_log_record,URL,example.org,0.5,190,201
logs_sample.jsonl,92,full_log_record,URL,tomas.de,0.5,288,296
logs_sample.jsonl,92,full_log_record,URL,example.org,0.5,302,313
logs_sample.jsonl,92,full_log_record,PHONE_NUMBER,1721012467,0.4,7,17
logs_sample.jsonl,92,full_log_record,PHONE_NUMBER,1721012467,0.4,88,98
logs_sample.jsonl,92,full_log_record,US_BANK_NUMBER,1721012467,0.05,7,17
logs_sample.jsonl,93,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,878,905
logs_sample.jsonl,93,full_log_record,DATE_TIME,2025-06-07,0.95,1193,1203
logs_sample.jsonl,93,full_log_record,DATE_TIME,2025-06-13,0.95,1225,1235
logs_sample.jsonl,93,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,93,full_log_record,PERSON,Sofia Bergqvist,0.85,850,865
logs_sample.jsonl,93,full_log_record,LOCATION,Seattle,0.85,979,986
logs_sample.jsonl,93,full_log_record,LOCATION,WA,0.85,988,990
logs_sample.jsonl,93,full_log_record,DATE_TIME,2025-06-08,0.85,1051,1061
logs_sample.jsonl,93,full_log_record,PHONE_NUMBER,+1-206-555-0165,0.75,918,933
logs_sample.jsonl,93,full_log_record,URL,sofia.be,0.5,878,886
logs_sample.jsonl,93,full_log_record,URL,example.com,0.5,894,905
logs_sample.jsonl,93,full_log_record,PHONE_NUMBER,1721012604,0.4,7,17
logs_sample.jsonl,93,full_log_record,PHONE_NUMBER,1721012604,0.4,88,98
logs_sample.jsonl,93,full_log_record,US_BANK_NUMBER,1721012604,0.05,7,17
logs_sample.jsonl,94,full_log_record,PHONE_NUMBER,1721012741,0.4,7,17
logs_sample.jsonl,94,full_log_record,PHONE_NUMBER,1721012741,0.4,90,100
logs_sample.jsonl,94,full_log_record,US_BANK_NUMBER,1721012741,0.05,7,17
logs_sample.jsonl,95,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,280,309
logs_sample.jsonl,95,full_log_record,DATE_TIME,RF-2026-88094,0.85,385,398
logs_sample.jsonl,95,full_log_record,URL,example.org,0.5,298,309
logs_sample.jsonl,95,full_log_record,PHONE_NUMBER,1721012878,0.4,7,17
logs_sample.jsonl,95,full_log_record,PHONE_NUMBER,1721012878,0.4,88,98
logs_sample.jsonl,95,full_log_record,US_BANK_NUMBER,1721012878,0.05,7,17
logs_sample.jsonl,96,full_log_record,IP_ADDRESS,169.5.75.228,0.95,230,242
logs_sample.jsonl,96,full_log_record,DATE_TIME,1721013015,0.85,7,17
logs_sample.jsonl,96,full_log_record,PHONE_NUMBER,1721013015,0.4,7,17
logs_sample.jsonl,96,full_log_record,PHONE_NUMBER,1721013015,0.4,90,100
logs_sample.jsonl,96,full_log_record,PHONE_NUMBER,169.5.75.228,0.4,230,242
logs_sample.jsonl,96,full_log_record,US_BANK_NUMBER,1721013015,0.05,7,17
logs_sample.jsonl,97,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,176,205
logs_sample.jsonl,97,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,291,320
logs_sample.jsonl,97,full_log_record,LOCATION,Newton,0.85,392,398
logs_sample.jsonl,97,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,333,348
logs_sample.jsonl,97,full_log_record,URL,example.org,0.5,194,205
logs_sample.jsonl,97,full_log_record,URL,example.org,0.5,309,320
logs_sample.jsonl,97,full_log_record,PHONE_NUMBER,1721013152,0.4,7,17
logs_sample.jsonl,97,full_log_record,PHONE_NUMBER,1721013152,0.4,88,98
logs_sample.jsonl,97,full_log_record,US_BANK_NUMBER,1721013152,0.05,7,17
logs_sample.jsonl,98,full_log_record,EMAIL_ADDRESS,marcus.webb@example.com,1.0,867,890
logs_sample.jsonl,98,full_log_record,DATE_TIME,2026-07-03,0.95,1182,1192
logs_sample.jsonl,98,full_log_record,DATE_TIME,2026-07-11,0.95,1214,1224
logs_sample.jsonl,98,full_log_record,DATE_TIME,1721013289,0.85,7,17
logs_sample.jsonl,98,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,98,full_log_record,PERSON,Marcus Webb,0.85,843,854
logs_sample.jsonl,98,full_log_record,DATE_TIME,1877,0.85,942,946
logs_sample.jsonl,98,full_log_record,LOCATION,Chicago,0.85,968,975
logs_sample.jsonl,98,full_log_record,DATE_TIME,8802,0.85,1013,1017
logs_sample.jsonl,98,full_log_record,DATE_TIME,2023-04-11,0.85,1040,1050
logs_sample.jsonl,98,full_log_record,DATE_TIME,2112,0.85,1374,1378
logs_sample.jsonl,98,full_log_record,PHONE_NUMBER,+1-312-555-0143,0.75,903,918
logs_sample.jsonl,98,full_log_record,URL,example.com,0.5,879,890
logs_sample.jsonl,98,full_log_record,PHONE_NUMBER,1721013289,0.4,7,17
logs_sample.jsonl,98,full_log_record,PHONE_NUMBER,1721013289,0.4,88,98
logs_sample.jsonl,98,full_log_record,US_BANK_NUMBER,1721013289,0.05,7,17
logs_sample.jsonl,99,full_log_record,DATE_TIME,30-day,0.85,173,179
logs_sample.jsonl,99,full_log_record,PHONE_NUMBER,1721013426,0.4,7,17
logs_sample.jsonl,99,full_log_record,PHONE_NUMBER,1721013426,0.4,90,100
logs_sample.jsonl,99,full_log_record,US_BANK_NUMBER,1721013426,0.05,7,17
logs_sample.jsonl,100,full_log_record,DATE_TIME,1721013563,0.85,7,17
logs_sample.jsonl,100,full_log_record,DATE_TIME,three weeks,0.85,193,204
logs_sample.jsonl,100,full_log_record,PHONE_NUMBER,1721013563,0.4,7,17
logs_sample.jsonl,100,full_log_record,PHONE_NUMBER,1721013563,0.4,88,98
logs_sample.jsonl,100,full_log_record,US_BANK_NUMBER,1721013563,0.05,7,17
logs_sample.jsonl,101,full_log_record,IP_ADDRESS,76.163.140.239,0.95,252,266
logs_sample.jsonl,101,full_log_record,DATE_TIME,three weeks,0.85,178,189
logs_sample.jsonl,101,full_log_record,PHONE_NUMBER,1721013700,0.4,7,17
logs_sample.jsonl,101,full_log_record,PHONE_NUMBER,1721013700,0.4,90,100
logs_sample.jsonl,101,full_log_record,US_BANK_NUMBER,1721013700,0.05,7,17
logs_sample.jsonl,102,full_log_record,EMAIL_ADDRESS,marcus.webb@example.com,1.0,176,199
logs_sample.jsonl,102,full_log_record,EMAIL_ADDRESS,marcus.webb@example.com,1.0,279,302
logs_sample.jsonl,102,full_log_record,PERSON,Marcus Webb,0.85,255,266
logs_sample.jsonl,102,full_log_record,DATE_TIME,1877,0.85,354,358
logs_sample.jsonl,102,full_log_record,LOCATION,Chicago,0.85,380,387
logs_sample.jsonl,102,full_log_record,DATE_TIME,8802,0.85,425,429
logs_sample.jsonl,102,full_log_record,PHONE_NUMBER,+1-312-555-0143,0.75,315,330
logs_sample.jsonl,102,full_log_record,URL,example.com,0.5,188,199
logs_sample.jsonl,102,full_log_record,URL,example.com,0.5,291,302
logs_sample.jsonl,102,full_log_record,PHONE_NUMBER,1721013837,0.4,7,17
logs_sample.jsonl,102,full_log_record,PHONE_NUMBER,1721013837,0.4,88,98
logs_sample.jsonl,102,full_log_record,US_BANK_NUMBER,1721013837,0.05,7,17
logs_sample.jsonl,103,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,888,915
logs_sample.jsonl,103,full_log_record,DATE_TIME,2025-03-20,0.95,1203,1213
logs_sample.jsonl,103,full_log_record,DATE_TIME,2025-03-28,0.95,1235,1245
logs_sample.jsonl,103,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,103,full_log_record,PERSON,Sofia Bergqvist,0.85,860,875
logs_sample.jsonl,103,full_log_record,LOCATION,Seattle,0.85,989,996
logs_sample.jsonl,103,full_log_record,LOCATION,WA,0.85,998,1000
logs_sample.jsonl,103,full_log_record,DATE_TIME,2025-06-08,0.85,1061,1071
logs_sample.jsonl,103,full_log_record,LOCATION,Ridge Planter,0.85,1373,1386
logs_sample.jsonl,103,full_log_record,PHONE_NUMBER,+1-206-555-0165,0.75,928,943
logs_sample.jsonl,103,full_log_record,URL,sofia.be,0.5,888,896
logs_sample.jsonl,103,full_log_record,URL,example.com,0.5,904,915
logs_sample.jsonl,103,full_log_record,PHONE_NUMBER,1721013974,0.4,7,17
logs_sample.jsonl,103,full_log_record,PHONE_NUMBER,1721013974,0.4,88,98
logs_sample.jsonl,103,full_log_record,US_BANK_NUMBER,1721013974,0.05,7,17
logs_sample.jsonl,104,full_log_record,DATE_TIME,4 business hours,0.85,217,233
logs_sample.jsonl,104,full_log_record,PHONE_NUMBER,1721014111,0.4,7,17
logs_sample.jsonl,104,full_log_record,PHONE_NUMBER,1721014111,0.4,90,100
logs_sample.jsonl,104,full_log_record,US_BANK_NUMBER,1721014111,0.05,7,17
logs_sample.jsonl,105,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,279,306
logs_sample.jsonl,105,full_log_record,DATE_TIME,9034,0.85,346,350
logs_sample.jsonl,105,full_log_record,DATE_TIME,RF-2026-88104,0.85,382,395
logs_sample.jsonl,105,full_log_record,URL,sofia.be,0.5,279,287
logs_sample.jsonl,105,full_log_record,URL,example.com,0.5,295,306
logs_sample.jsonl,105,full_log_record,PHONE_NUMBER,1721014248,0.4,7,17
logs_sample.jsonl,105,full_log_record,PHONE_NUMBER,1721014248,0.4,88,98
logs_sample.jsonl,105,full_log_record,US_BANK_NUMBER,1721014248,0.05,7,17
logs_sample.jsonl,106,full_log_record,IP_ADDRESS,202.7.71.12,0.95,210,221
logs_sample.jsonl,106,full_log_record,PERSON,Kessler,0.85,167,174
logs_sample.jsonl,106,full_log_record,PHONE_NUMBER,1721014385,0.4,7,17
logs_sample.jsonl,106,full_log_record,PHONE_NUMBER,1721014385,0.4,90,100
logs_sample.jsonl,106,full_log_record,US_BANK_NUMBER,1721014385,0.05,7,17
logs_sample.jsonl,107,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,176,205
logs_sample.jsonl,107,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,291,320
logs_sample.jsonl,107,full_log_record,LOCATION,Newton,0.85,392,398
logs_sample.jsonl,107,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,333,348
logs_sample.jsonl,107,full_log_record,URL,example.org,0.5,194,205
logs_sample.jsonl,107,full_log_record,URL,example.org,0.5,309,320
logs_sample.jsonl,107,full_log_record,PHONE_NUMBER,1721014522,0.4,7,17
logs_sample.jsonl,107,full_log_record,PHONE_NUMBER,1721014522,0.4,88,98
logs_sample.jsonl,107,full_log_record,US_BANK_NUMBER,1721014522,0.05,7,17
logs_sample.jsonl,108,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,871,896
logs_sample.jsonl,108,full_log_record,DATE_TIME,2022-07-27,0.95,1185,1195
logs_sample.jsonl,108,full_log_record,DATE_TIME,2022-07-28,0.95,1217,1227
logs_sample.jsonl,108,full_log_record,DATE_TIME,1721014659,0.85,7,17
logs_sample.jsonl,108,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,108,full_log_record,PERSON,Kessler,0.85,717,724
logs_sample.jsonl,108,full_log_record,PERSON,Delgado,0.85,851,858
logs_sample.jsonl,108,full_log_record,LOCATION,Miami,0.85,973,978
logs_sample.jsonl,108,full_log_record,LOCATION,FL,0.85,980,982
logs_sample.jsonl,108,full_log_record,DATE_TIME,2022-11-03,0.85,1043,1053
logs_sample.jsonl,108,full_log_record,PHONE_NUMBER,+1-786-555-0121,0.75,909,924
logs_sample.jsonl,108,full_log_record,URL,tomas.de,0.5,871,879
logs_sample.jsonl,108,full_log_record,URL,example.org,0.5,885,896
logs_sample.jsonl,108,full_log_record,PHONE_NUMBER,1721014659,0.4,7,17
